Class,Segment,WC,WPS,Sixltr,Dic,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
0,704,3,3.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.67,0,0,0,0,0,0,0,0,66.67,0,100
0,705,5,5.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,40,0,0,0,0,0,40,0,80
0,706,5,5.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,40,0,0,0,0,0,40,0,80
0,707,3,3.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,33.33,0,0,0,0,0,66.67,0,100
0,708,5,5.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,40,0,0,0,0,0,40,0,80
0,709,8,8.00,50.00,25.00,12.50,12.50,12.50,0.00,0.00,12.50,12.50,0.00,12.50,12.50,0.00,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,12.5,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.5,0,0,25,0,0,0,0,0,25,0,87.5
0,710,7,7.00,57.14,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.86,0,0,28.57,0,0,0,0,0,28.57,0,85.71
0,711,8,8.00,50.00,25.00,12.50,12.50,12.50,0.00,0.00,12.50,12.50,0.00,12.50,12.50,0.00,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,12.5,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.5,0,0,25,0,0,0,0,0,25,0,87.5
0,712,3,3.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,33.33,0,0,0,0,0,66.67,0,100
0,713,5,5.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,40,0,0,0,0,0,40,0,80
0,714,5,5.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,40,0,0,0,0,0,40,0,80
0,715,15,15.00,26.67,60.00,33.33,13.33,6.67,0.00,0.00,6.67,6.67,0.00,13.33,6.67,26.67,13.33,0,20,0,0,6.67,13.33,0,0,0,6.67,26.67,0,0,0,6.67,6.67,0,0,0,0,20,0,0,13.33,6.67,0,0,6.67,13.33,13.33,0,0,6.67,0,0,0,0,6.67,20,6.67,6.67,0,6.67,0,0,0,0,0,0,0,6.67,0,53.33,0,0,13.33,0,0,0,0,0,13.33,0,26.67
0,716,5,5.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,40,0,0,0,0,0,40,0,80
0,717,10,10.00,40.00,100.00,60.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,20.00,20,0,10,0,0,0,20,0,10,0,10,20,0,0,0,20,0,10,0,10,0,40,10,0,20,30,0,10,0,20,0,0,0,0,20,20,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,90,0,10,0,0,0,0,0,20,20,0,40
0,718,5,5.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,40,0,0,0,0,0,40,0,80
0,719,22,22.00,18.18,59.09,45.45,22.73,13.64,0.00,0.00,13.64,13.64,0.00,22.73,13.64,22.73,18.18,0,4.55,0,0,9.09,9.09,0,0,0,0,22.73,0,0,0,0,0,0,0,0,0,31.82,0,9.09,9.09,9.09,0,0,9.09,9.09,0,0,0,0,4.55,0,0,0,4.55,22.73,18.18,4.55,0,0,13.64,0,0,0,0,0,0,4.55,0,40.91,0,0,0,0,0,0,0,0,9.09,0,31.82
0,720,5,5.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,40,0,0,0,0,0,40,0,80
0,721,21,21.00,19.05,61.90,19.05,9.52,4.76,0.00,0.00,4.76,4.76,0.00,9.52,4.76,4.76,0,0,9.52,0,0,14.29,4.76,0,0,4.76,4.76,14.29,0,0,4.76,9.52,9.52,0,0,0,0,28.57,4.76,4.76,9.52,4.76,0,14.29,14.29,4.76,4.76,0,0,4.76,4.76,4.76,0,0,4.76,19.05,4.76,14.29,4.76,0,0,0,4.76,0,0,0,0,4.76,0,61.9,4.76,0,14.29,0,0,0,0,0,9.52,0,33.33
0,722,7,7.00,57.14,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.86,0,0,28.57,0,0,0,0,0,28.57,0,85.71
0,723,5,5.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,40,0,0,0,0,0,40,0,80
0,724,24,24.00,20.83,58.33,41.67,12.50,4.17,0.00,0.00,4.17,4.17,0.00,12.50,8.33,12.50,8.33,0,4.17,0,0,12.5,12.5,0,4.17,4.17,0,16.67,4.17,0,4.17,0,0,0,0,0,0,20.83,0,0,8.33,25,0,0,0,12.5,0,0,0,0,0,0,0,0,0,8.33,0,0,0,4.17,4.17,0,0,4.17,0,0,0,0,0,45.83,0,0,4.17,0,0,0,0,0,8.33,0,33.33
0,725,8,8.00,50.00,25.00,12.50,12.50,12.50,0.00,0.00,12.50,12.50,0.00,12.50,12.50,0.00,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,12.5,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.5,0,0,25,0,0,0,0,0,25,0,87.5
0,726,5,5.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,40,0,0,0,0,0,40,0,80
0,727,7,7.00,57.14,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.86,0,0,28.57,0,0,0,0,0,28.57,0,85.71
0,728,7,7.00,57.14,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.86,0,0,28.57,0,0,0,0,0,28.57,0,85.71
0,729,15,15.00,20.00,60.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,13.33,0,13.33,0,0,6.67,13.33,6.67,0,0,0,13.33,0,0,0,6.67,6.67,0,0,0,0,26.67,0,0,6.67,0,0,0,13.33,20,0,0,0,0,0,0,0,0,0,26.67,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,53.33,0,0,13.33,0,0,0,0,0,13.33,0,26.67
0,730,23,23.00,17.39,69.57,52.17,26.09,4.35,0.00,0.00,4.35,4.35,4.35,21.74,0.00,13.04,4.35,0,13.04,0,4.35,4.35,26.09,0,13.04,0,4.35,21.74,0,0,4.35,13.04,8.7,4.35,0,4.35,4.35,39.13,0,0,17.39,13.04,4.35,0,13.04,17.39,0,0,0,0,8.7,4.35,4.35,0,0,8.7,0,0,0,0,0,0,0,0,0,4.35,0,0,0,43.48,0,4.35,4.35,0,0,0,0,8.7,8.7,0,17.39
0,731,21,21.00,19.05,61.90,19.05,9.52,4.76,0.00,0.00,4.76,4.76,0.00,9.52,4.76,4.76,0,0,9.52,0,0,14.29,4.76,0,0,4.76,4.76,14.29,0,0,4.76,9.52,9.52,0,0,0,0,28.57,4.76,4.76,9.52,4.76,0,14.29,14.29,4.76,4.76,0,0,4.76,4.76,4.76,0,0,4.76,19.05,4.76,14.29,4.76,0,0,0,4.76,0,0,0,0,4.76,0,61.9,4.76,0,14.29,0,0,0,0,0,9.52,0,33.33
0,732,7,7.00,14.29,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0,0,14.29,0,0,0,0,0,0,14.29,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,14.29,14.29,0,14.29,0,0,14.29,0,0,0,0,0,0,0,85.71,0,0,14.29,0,0,0,0,0,28.57,0,42.86
0,733,7,7.00,57.14,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.86,0,0,28.57,0,0,0,0,0,28.57,0,85.71
0,734,9,9.00,66.67,55.56,22.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0,0,0,0,0,11.11,0,0,22.22,11.11,11.11,11.11,0,0,11.11,0,0,0,0,0,0,33.33,0,0,0,11.11,0,0,0,11.11,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.89,0,11.11,0,0,0,0,0,22.22,22.22,0,33.33
0,735,14,14.00,21.43,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.14,0,0,7.14,0,0,0,0,0,14.29,0,35.71
0,736,21,21.00,19.05,61.90,19.05,9.52,4.76,0.00,0.00,4.76,4.76,0.00,9.52,4.76,4.76,0,0,9.52,0,0,14.29,4.76,0,0,4.76,4.76,14.29,0,0,4.76,9.52,9.52,0,0,0,0,28.57,4.76,4.76,9.52,4.76,0,14.29,14.29,4.76,4.76,0,0,4.76,4.76,4.76,0,0,4.76,19.05,4.76,14.29,4.76,0,0,0,4.76,0,0,0,0,4.76,0,61.9,4.76,0,14.29,0,0,0,0,0,9.52,0,33.33
0,737,15,15.00,20.00,60.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,13.33,0,13.33,0,0,6.67,13.33,6.67,0,0,0,13.33,0,0,0,6.67,6.67,0,0,0,0,26.67,0,0,6.67,0,0,0,13.33,20,0,0,0,0,0,0,0,0,0,26.67,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,53.33,0,0,13.33,0,0,0,0,0,13.33,0,26.67
0,738,16,16.00,37.50,31.25,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0,0,6.25,0,0,6.25,0,0,0,0,6.25,6.25,6.25,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,6.25,0,0,0,0,0,6.25,6.25,0,0,0,6.25,6.25,0,0,0,6.25,0,0,0,0,0,0,0,0,81.25,6.25,0,12.5,0,0,0,0,0,12.5,0,50
0,739,7,7.00,57.14,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.86,0,0,28.57,0,0,0,0,0,28.57,0,85.71
0,740,21,21.00,19.05,47.62,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,4.76,4.76,4.76,0,0,0,4.76,9.52,0,4.76,9.52,9.52,4.76,4.76,4.76,4.76,0,14.29,0,0,0,0,4.76,0,4.76,0,4.76,0,0,0,4.76,0,0,4.76,4.76,9.52,0,4.76,4.76,0,4.76,0,4.76,0,4.76,0,0,0,0,76.19,4.76,4.76,4.76,0,0,0,0,9.52,9.52,0,42.86
0,741,7,7.00,57.14,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.86,0,0,28.57,0,0,0,0,0,28.57,0,85.71
0,742,7,7.00,57.14,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.86,0,0,28.57,0,0,0,0,0,28.57,0,85.71
0,743,19,19.00,21.05,52.63,21.05,5.26,5.26,0.00,0.00,5.26,5.26,5.26,0.00,0.00,5.26,0,0,5.26,0,0,5.26,5.26,10.53,0,0,5.26,15.79,0,0,5.26,10.53,10.53,0,0,0,0,21.05,0,0,0,0,0,10.53,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,5.26,0,10.53,15.79,5.26,0,0,0,0,0,0,0,52.63,5.26,0,5.26,0,0,0,0,0,10.53,0,31.58
0,744,16,16.00,37.50,31.25,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0,0,6.25,0,0,6.25,0,0,0,0,6.25,6.25,6.25,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,6.25,0,0,0,0,0,6.25,6.25,0,0,0,6.25,6.25,0,0,0,6.25,0,0,0,0,0,0,0,0,81.25,6.25,0,12.5,0,0,0,0,0,12.5,0,50
0,745,10,10.00,20.00,50.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10,0,10,0,0,10,0,0,0,0,0,10,0,0,10,10,10,0,0,0,0,10,0,0,0,0,0,0,10,0,10,0,0,0,20,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,20,0,0,0,0,0,20,0,40
0,746,23,23.00,13.04,60.87,21.74,8.70,4.35,0.00,0.00,4.35,4.35,0.00,8.70,4.35,8.70,0,0,13.04,0,0,17.39,4.35,0,0,4.35,4.35,13.04,0,0,4.35,8.7,8.7,0,0,0,0,34.78,8.7,4.35,8.7,4.35,0,13.04,17.39,4.35,8.7,4.35,0,4.35,4.35,0,0,0,4.35,17.39,4.35,13.04,4.35,0,0,0,4.35,0,0,0,0,4.35,0,65.22,8.7,0,13.04,0,0,0,0,0,8.7,0,34.78
0,747,5,5.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,40,0,0,0,0,0,40,0,80
0,748,19,19.00,21.05,63.16,21.05,10.53,5.26,0.00,0.00,5.26,5.26,0.00,10.53,5.26,5.26,0,0,10.53,0,0,15.79,5.26,0,0,5.26,5.26,15.79,0,0,5.26,10.53,10.53,0,0,0,0,31.58,5.26,5.26,10.53,5.26,0,15.79,15.79,5.26,5.26,0,0,5.26,0,0,0,0,5.26,21.05,5.26,15.79,5.26,0,0,0,5.26,0,0,0,0,5.26,0,42.11,0,0,10.53,0,0,0,0,0,10.53,0,21.05
0,749,10,10.00,20.00,50.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10,0,10,0,0,10,0,0,0,0,0,10,0,0,10,10,10,0,0,0,0,10,0,0,0,0,0,0,10,0,10,0,0,0,20,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,20,0,0,0,0,0,20,0,40
0,750,19,19.00,26.32,57.89,26.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,21.05,0,0,0,0,0,0,0,0,0,15.79,0,10.53,5.26,0,5.26,26.32,0,0,0,0,5.26,0,21.05,0,5.26,0,5.26,0,5.26,5.26,0,0,0,5.26,0,0,5.26,0,0,0,5.26,0,0,0,0,0,0,73.68,5.26,0,15.79,0,0,0,0,0,10.53,0,42.11
0,751,5,5.00,40.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,20,0,0,0,0,0,0,0,0,0,0,140,0,0,20,0,0,0,0,0,40,0,80
0,752,8,8.00,37.50,50.00,37.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,12.50,0,0,12.5,0,25,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,25,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,25,37.5,12.5,12.5,25,0,0,0,0,0,0,0,0,0,0,75,0,0,12.5,0,0,0,0,0,25,0,37.5
0,753,10,10.00,20.00,50.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10,0,10,0,0,10,0,0,0,0,0,10,0,0,10,10,10,0,0,0,0,10,0,0,0,0,0,0,10,0,10,0,0,0,20,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,20,0,0,0,0,0,20,0,40
0,754,7,7.00,57.14,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.86,0,0,28.57,0,0,0,0,0,28.57,0,85.71
0,755,3,3.00,0.00,33.33,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,0,0,0,0,0,0,66.67,0,0
0,756,3,3.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,33.33,0,0,0,0,0,66.67,0,100
0,757,19,19.00,15.79,73.68,52.63,10.53,10.53,0.00,0.00,10.53,10.53,0.00,10.53,15.79,21.05,15.79,5.26,10.53,0,0,10.53,5.26,0,5.26,5.26,10.53,21.05,0,0,15.79,21.05,15.79,5.26,0,5.26,0,31.58,0,0,0,10.53,5.26,5.26,10.53,5.26,5.26,0,0,0,10.53,5.26,5.26,0,10.53,26.32,15.79,0,0,0,5.26,5.26,0,0,5.26,0,0,0,0,26.32,0,0,10.53,0,0,0,0,0,10.53,0,5.26
0,758,3,3.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,33.33,0,0,0,0,0,66.67,0,100
0,759,3,3.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,33.33,0,0,0,0,0,66.67,0,100
0,760,3,3.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,33.33,0,0,0,0,0,66.67,0,100
0,761,3,3.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,33.33,0,0,0,0,0,66.67,0,100
0,762,3,3.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,33.33,0,0,0,0,0,66.67,0,100
0,763,3,3.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,33.33,0,0,0,0,0,66.67,0,100
0,764,3,3.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,33.33,0,0,0,0,0,66.67,0,100
0,765,9,9.00,33.33,55.56,44.44,22.22,11.11,0.00,0.00,11.11,11.11,0.00,22.22,11.11,22.22,11.11,0,22.22,0,0,0,22.22,0,0,0,11.11,44.44,0,0,11.11,11.11,11.11,0,0,0,0,22.22,0,0,22.22,11.11,0,0,0,22.22,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,55.56,0,0,0,0,0,0,0,0,22.22,0,33.33
0,766,4,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,25,0,0,0,0,0,50,0,75
0,767,3,3.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,33.33,0,0,0,0,0,66.67,0,100
0,768,3,3.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,33.33,0,0,0,0,0,66.67,0,100
